rbd,program_code,program_track,program_specialty_sector,program_specialty_name,program_gender,program_school_day
13360,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13361,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13372,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13373,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13383,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13384,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13388,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
13394,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13417,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13420,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13426,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13427,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13439,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13442,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13445,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
13445,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
13446,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
13446,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
13461,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13462,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13475,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13486,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13489,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
13489,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
13491,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13503,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13504,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13513,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13535,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13542,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13545,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13551,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13553,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13558,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13561,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13565,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13573,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13576,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13582,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13590,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13604,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13606,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13610,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13621,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13626,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13627,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
13633,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14202,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14206,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14210,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14211,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14232,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14233,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14237,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14265,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14266,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14270,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14284,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14288,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14299,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14313,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14314,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14315,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14316,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14332,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14336,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14348,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14359,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
14363,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14365,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14373,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14375,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14381,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14387,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
14397,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14413,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14416,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14418,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14420,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14453,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
14470,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14487,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14490,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14494,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
14504,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
14506,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
